iter	Passed	Remaining
172	12174	1175	5541
175	1177	5512
176	1179175	12177	1186176	12178	1191177	1247	5759
178	1252	5746
179	1258	5731
180	1260	5705
181	1264	5685
182	1268	5662
183	1272	5641
184	1275	5617
185	1279	5600
186	1283	5580
187	1288	5564
188	1293	5551
189	1297	5531
190	1310	5549
191	1316	5541
192	1322	5529
193	1324	5502
194	1327	5480
195	1333	5469
196	1337	5452
197	1342	5439
198	1346	5420
199	1351	5406
200	1358	5398
201	1363	5386
202	1367	5369
203	1372	5355
204	1375	5334
205	1382	5327
206	1385	5307
207	1389	5289
208	1395	5281
209	1398	5261
210	1401	5241
211	1405	5225
212	1408	5204
213	1412	5186
214	1414	5164
215	1420	5156
216	1423	5135
217	1429	5127
218	1435	5118
219	1438	5101
220	1441	5079
221	1445	5066
222	1448	5045
223	1455	5043
224	1462	5036
225	1469	5032
226	1471	5010
227	1476	4999
228	1477	4975
229	1480	4955
230	1485	4945
231	1489	4929
232	1494	4918
233	1496	4897
234	1501	4888
235	1508	4882
23236	1517	488237	1521	4871
238	1526	4859
239	1529	4844
240	1534	4833
241	1536	4814
242	1544	4811
243	1548	4798
244	1553	4786
245	1560	4783
246	1566	4775
247	1572	4766
248	1575	4752
249	1582	4746
250	1585	4730
251	1590	4720
252	1595	4709
253	1599	4697
254	1605	4689
255	1608	4675
256	1618	4678
257	1623	4669
258	1627	4656
259	1630	4640
260	1641	4646
261	1647	4641
262	1660	4653
263	1666	4646
264	1673	4641
265	1678	4631
266	1688	4635
267	1694	4627
268	1705	4634
269	1712	4629
270	1723	4637
271	1731	4633
272	1753	4669
273	1762	4670
274	1768	4662
275	1777	4662
276	1783	4655
277	1785	4637
278	1793	4634
279	1800	4630
280	1804	4617
281	1808	4603
282	1814	4598
283	1819	4587
284	1821	4570
285	1827	4562
286	1828	4543
287	1833	4532
288	1837	4521
289	1841	4509
290	1848	4502
291	1850	4487
292	1856	4479
293	1863	4473
294	1864	4456
295	1867	4441
296	1871	4428
297	1877	4422
298	1880	4408
299	1885	4399
300	1891	4392
301	1897	4386
302	1904	4381
303	1909	4370
304	1913	4359
305	1921	4357
306	1928	4353
307	1935	4348
308	1943	4347
309	1950	4340
310	1953	4328
311	1956	4314
312	1962	4307
313	1966	4296
314	1972	4288
315	1976	4277
316	1984	4275
317	1987	4262
318	1992	4253
319	1994	4239
320	1997	4226
321	2002	4216
322	2008	4209
323	2013	4200
324	2016	4187
325	2022	4181
326	2031	4181
327	2036	4172
328	2047	4176
329	2056	4175
330	2058	4160
331	2063	4151
332	2065	4137
333	2075	4138
334	2085	4139
335	2089	4128
336	2093	4118
337	2104	4121
338	2110	4114
339	2116	4108
340	2117	4092
34341	2124	408342	2129	4079
343	2136	4074
344	2143	4070
345	2153	4070
346	2158	4061
347	2162	4052
348	2166	4040
349	2172	4035
350	2176	4023
351	2180	4014
352	2189	4013
353	2196	4008
354	2205	4007
355	2211	4001
356	2217	3993
357	2224	3989
358	2227	3977
359	2253	4006
360	2262	4004
361	2265	3992
362	2271	3986
363	2281	3986
36364	2286	397365	2294	3974
36366	2301	39736367	2309	39636368	2318	39636369	2329	396370	2338	3964
37371	2345	395372	2351	3952
37373	2358	394374	2364	3940
375	2371	3936
376	2380	3933
377	2384	3923
378	2391	3919
379	2398	3913
380	2404	3905
381	2411	3901
382	2416	3892
383	2429	3897
38384	2437	389385	2441	3883
386	2450	3882
38387	2454	38738388	2462	3867
389	2471	3865
390	2472	3851
391	2482	3850
392	2489	3845
393	2493	3835
394	2498	38239395	2501	38139396	2503	38039397	2512	380398	2513	3786
39399	2525	37840400	2531	37840401	2537	37740402	2545	37740403	2553	376404	2555	3754
40405	2563	37540406	2576	37540407	2578	37440408	2588	3740
409	2594	3733
410	2602	3729
411	2607	37241412	2610	37041413	2620	37041414	2634	37141415	2639	370416	2637	3687
417	2644	3682
418	2646	3670
419	2654	3666
420	2661	3660
421	2669	3656
422	2671	3644
423	2679	3639
424	2685	3633
42425	2696	363426	2700	3623
427	2708	3620
42428	2717	361429	2724	3611
430	2733	3608
431	2736	3598
43432	2750	36043433	2755	35943434	2758	35843435	2767	35843436	2771	357437	2769	3553
438	2780	3552
439	2783	3542
440	2784	3529
441	2790	3522
442	2793	3512
443	2800	3507
444	2806	3499
445	2810	3491
446	2813	3480
44447	2826	34844448	2834	3478
449	2837	3468
450	2842	3460
451	2846	3450
452	2851	34445453	2859	3438
454	2863	3429
455	2868	3421
456	2871	3411
457	2877	3405
458	2883	3398
459	2887	3389
460	2891	338461	2888	3363
462	2893	3356
463	2896	3346
464	2901	3338
465	2909	3334
466	2916	3328
467	2920	3320
468	2924	3310
469	2926	3299
47470	2941	3303
471	2947	3296
472	2950	3287
473	2955	3280
474	2957	3268
475	2963	3261
476	2967	3254
477	2973	3247
478	2976	3237
479	2981	3229
480	2986	3222
481	2990	3213
482	2995	32048483	2998	31948484	3005	31948485	3013	31848486	3035	31948487	3048	3198
488	3055	31948489	3063	3188
490	3064	31749491	3072	3172
492	3078	31649493	3084	3159
494	3088	31549495	3093	31449496	3103	3141
497	3113	3138
498	3125	3137
499	3130	31350500	3134	312501	3134	3109
502	3141	3104
503	3149	3099
504	3162	3099
505	3177	3101
506	3187	3099
507	3194	3093
508	3198	3085
509	3203	3078
510	3209	3071
511	3216	3065
512	3222	3059
513	3239	3063
514	3244	3055
515	3248	3047
516	3252	3038
517	3263	3036
51518	3276	303519	3277	3025
520	3290	3025
521	3293	3015
522	3299	3008
52523	3312	30052524	3315	29952525	3325	29952526	3342	3000
527	3347	2992
528	3356	2988
529	3359	2979
530	3365	2972
531	3375	2969
532	3379	2961
533	3380	29553534	3386	294535	3384	2929
53536	3403	29353537	3413	29353538	3419	29253539	3429	29254540	3434	291541	3430	2898
542	3441	2896
543	3449	2891
544	3459	2887
545	3467	2882
546	3475	2878
547	3480	2870
548	3489	2866
549	3496	2860
550	3503	2854
551	3506	2846
552	3513	2840
553	3519	2833
554	3521	2823
555	3525	2815
556	3531	2808
557	3537	2802
558	3544	2795
559	3549	2789
56560	3566	27956561	3572	2783
562	3580	2779
563	3586	2772
564	3591	2765
565	3597	2758
566	3602	2751
567	3605	27456568	3613	2737
569	3616	2728
570	3619	2719
571	3626	2713
572	3629	2704
573	3631	26957574	3634	26857575	3639	26757576	3645	26757577	3651	266578	3642	2648
57579	3658	26458580	3662	26458581	3668	26358582	3674	26258583	3678	262584	3671	2604
585	3673	2595
586	3677	2587
58587	3696	2589
588	3701	2582
589	3708	2577
590	3711	2568
591	3716	2561
592	3720	2553
593	3728	2548
594	3734	2542
595	3740	2535
596	3744	2527
597	3754	2524
598	3757	2515
599	3762	2508
600	3766	2500
601	3769	2492
602	3774	2485
603	3777	2476
604	3783	2469
605	3785	2461
606	3789	2453
607	3792	2445
608	3795	2436
609	3798	2428
610	3803	2421
611	3806	2413
612	3810	2405
613	3813	2397
614	3816	2388
615	3821	2382
616	3824	2373
617	3827	2366
618	3831	2358
619	3835	2350
620	3837	2342
621	3840	2333
622	3845	2326
623	3847	2318
624	3851	2310
625	3854	2302
626	3857	2294
627	3860	2286
628	3867	2281
629	3870	2273
630	3874	2265
631	3878	2258
632	3888	2254
633	3892	2247
634	3895	2239
635	3898	2231
636	3900	22263637	3902	22163638	3904	22063639	3907	21964640	3909	21864641	3911	218642	3901	2165
643	3905	2158
644	3909	2151
645	3912	2143
646	3915	2136
647	3917	2128
648	3919	2119
649	3921	2111
65650	3938	21165651	3942	21065652	3946	2097
653	3949	2089
654	3951	20865655	3956	2074
656	3959	2067
657	3962	2059
658	3964	20565659	3966	20466660	3968	20366661	3970	20266662	3972	20166663	3974	201664	3966	1998
665	3968	1990
666	3970	1982
66667	3985	19866668	3987	19766669	3989	19667670	3993	1957
671	3997	1950
672	4000	1944
673	4003	1936
674	4005	1928
675	4007	1920
676	4012	1914
677	4015	1906
678	4017	1899
679	4021	1892
680	4023	1884
681	4027	1878
682	4031	1871
683	4035	1864
684	4038	1857
685	4041	1850
686	4046	1843
687	4049	1836
688	4054	1830
689	4057	1822
690	4061	1816
691	4062	1808
692	4064	1800
693	4068	1793
694	4072	17869695	4079	1781
696	4085	1776
697	4094	1771
698	4095	1763
699	4097	1756
700	4102	1749
701	4105	1742
702	4111	1737
703	4114	1730
704	4119	1723
705	4121	1716
706	4126	1709
707	4130	1703
708	4134	1696
709	4137	1689
710	4141	1683
711	4145	1676
712	4150	1670
713	4153	1663
714	4158	1657
715	4166	1652
716	4168	1645
717	4170	1638
718	4176	16371719	4215	1639
720	4218	1632
721	4223	1626
722	4225	1619
723	4228	1611
724	4232	1605
725	4234	1598
726	4240	1592
727	4243	1585
728	4246	1578
729	4251	1572
730	4258	1567
731	4262	1560
732	4265	1553
733	4267	1546
734	4271	1540
735	4274	1533
736	4278	1526
737	4281	1520
738	4286	1513
739	4289	1507
740	4291	1500
741	4295	1493
742	4298	1486
743	4302	1480
744	4304	1473
745	4307	1466
746	4310	1460
747	4313	1453
748	4318	1447
749	4320	1440
750	4322	1433
751	4324	1426
752	4326	1419
753	4329	1412
754	4331	1405
755	4334	1398
756	4336	1391
757	4338	1385
758	4340	1378
759	4343	1371
760	4345	1364
761	4347	1357
762	4350	1351
763	4352	1344
764	4354	1337
765	4358	1331
766	4360	1324
767	4375	1321
768	4378	1315
769	4381	1308
770	4384	1302
771	4386	1295
772	4389	1288
773	4391	1282
774	4393	1275
775	4396	1268
776	4398	1262
777	4400	1255
778	4402	1249
779	4405	1242
780	4407	1235
781	4409	1229
782	4411	1222
783	4413	1215
784	4415	1209
785	4417	1202
786	4419	1196
787	4421	1189
788	4423	1182
789	4425	1176
790	4428	1170
791	4430	1163
792	4432	1157
793	4434	1150
794	4436	1144
795	4438	1137
796	4440	1131
797	4442	1124
798	4444	1118
799	4446	11180800	4448	11080801	4452	10980802	4454	1092
803	4456	10880804	4458	10880805	4460	107806	4447	1063
807	4449	1057
808	4453	1051
809	4455	1045
810	4457	1038
811	4461	1033
812	4464	1026
813	4466	1020
814	4469	1014
815	4471	1008
816	4474	1002
817	4478	996
818	4480	990
819	4484	984
820	4486	978
821	4488	972
822	4491	966
823	4493	959
824	4496	953
825	4499	947
826	4501	941
827	4503	935
828	4506	929
829	4508	923
830	4510	917
831	4512	911
832	4516	905
833	4518	899
834	4523	893
835	4525	887
836	4527	881
837	4530	875
838	4532	869
839	4535	863
840	4537	857
841	4541	852
842	4543	846
843	4545	840
844	4549	834
845	4553	828
846	4557	823
847	4559	817
848	4562	811
849	4565	805
850	4567	799
851	4571	794
852	4574	788
853	4577	782
854	4581	777
855	4584	771
856	4588	765
857	4591	759
858	4594	754
859	4596	748
860	4598	742
861	4600	736
862	4602	730
863	4604	724
864	4606	718
865	4610	713
866	4612	707
867	4614	701
868	4616	695
869	4618	690
870	4621	684
871	4623	678
872	4625	672
873	4627	667
874	4629	661
875	4631	655
876	4633	649
877	4635	644
878	4637	638
879	4639	632
880	4641	626
881	4642	621
882	4644	615
883	880	4741	884	881	4744	885	882	4747	629
883	4749	623
884	4752	617
885	4753	611
886	4756	605
887	4759	600
888	4763	594
889	4765	589
890	4769	583
891	4772	577
892	4776	572
893	4779	566
894	4782	561
895	4785	555
896	4788	549
897	4791	544
898	4793	538
899	4795	532
900	4796	527
901	4798	521
902	4800	515
903	4802	510
904	4804	504
905	4808	498
906	4810	493
907	4812	487
908	4814	481
909	4817	476
910	4819	470
911	4822	465
912	4824	459
913	4826	454
914	4829	448
915	4831	443
916	4834	437
917	4837	432
918	4839	426
919	4841	421
920	4843	415
921	4845	409
922	4848	404
923	4851	399
924	4854	393
925	4856	388
926	4857	382
927	4860	377
928	4862	371
929	4865	366
930	4866	360
931	4869	355
932	4871	349
933	4874	344
934	4876	339
935	4878	333
936	4880	328
937	4882	322
938	4885	317
939	4886	311
940	4888	306
941	4890	301
942	4893	295
943	4894	290
944	4896	284
945	4898	279
946	4900	274
947	4901	268
948	4903	263
949	4906	258
950	4908	252
951	4910	247
952	4912	242
953	4914	236
954	4916	231
955	4918	226
956	4920	221
957	4922	215
958	4923	210
959	4925	205
960	4928	200
961	4930	194
962	4932	189
963	4933	184
964	4936	179
965	4938	173
966	4939	168
967	4941	163
968	4943	158
969	4945	152
970	4947	147
971	4950	142
972	4952	137
973	4954	132
974	4957	127
975	4960	121
976	4961	116
977	4963	111
978	4965	106
979	4967	101
980	4969	96
981	4971	91
982	4972	86
983	4974	80
984	4976	75
985	4978	70
986	4980	65
987	4983	60
988	4985	55
989	4987	50
990	4989	45
991	4991	40
992	4993	35
993	4994	30
994	4996	25
995	4998	20
996	5000	15
997	5002	10
998	5004	5
999	5006	0
